Ligand_ID,Mean_Affinity,Time
DB15250,-8.09,31.43325543
DB16204,-8.09,18.52315331
DB04696,-8.09,22.58069396
DB08240,-8.09,20.83712053
DB07605,-8.09,31.14266825
DB11732,-8.09,28.2275815
DB02473,-8.09,21.90315247
DB08445,-8.09,21.80830288
DB07467,-8.09,32.56841469
DB11951,-8.09,26.20724058
DB11923,-8.09,28.11526728
DB12063,-8.09,32.30821586
DB06334,-8.09,28.72360706
DB04452,-8.09,20.30950379
DB14899,-8.09,28.06052017
DB14093,-8.09,19.42127252
DB17865,-8.09,22.79779148
DB15238,-8.09,37.90832639
DB16908,-8.08,20.06037235
DB16173,-8.08,23.39842653
DB16003,-8.08,23.19937086
DB18481,-8.08,15.92818308
DB00826,-8.08,61.04581833
DB01764,-8.08,28.78930116
DB07255,-8.08,33.8342979
DB06274,-8.08,31.32107091
DB06228,-8.08,34.52286863
DB07011,-8.08,23.1380837
DB04632,-8.08,29.78087306
DB13947,-8.08,29.9997642
DB02827,-8.08,56.60922408
DB08794,-8.08,29.46920204
DB02759,-8.07,52.61028743
DB05616,-8.07,25.77887917
DB07584,-8.07,21.89533114
DB08221,-8.07,21.02605104
DB07786,-8.07,23.99233294
DB07124,-8.07,26.32514548
DB18057,-8.07,21.09045029
